"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar pedido en Demoblaze","E2E Realizar pedido utilizando lenguaje gherkin imperativo","SUCCESS","2024-01-05T16:03:42.103305-05:00[America/Lima]","0.0","23.87"
