"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar pedido en Demoblaze","E2E Realizar pedido utilizando lenguaje gherkin declarativo","SUCCESS","2024-01-05T16:04:10.4395292-05:00[America/Lima]","0.0","22.71"
